Price_in_Rupees,Ram,Rom,Expandable_GB/TB,Screen_in_inch,Secondary_Camera(MP),Battery_details,Warranty(Year),Rating,Dual_sim_num
11999,2,32,128,5.0,5,2300,1,3.7,1
14990,3,32,128,6.4,8,4050,1,4.0,1
7999,3,32,128,5.2,8,4000,1,4.1,1
15490,4,64,512,6.4,16,4000,1,4.4,1
15490,4,64,512,6.4,16,4000,1,4.4,1
11490,3,32,512,6.4,8,4000,1,4.3,1
4499,1,16,128,5.0,5,2550,1,3.8,1
5290,1,16,256,5.0,5,2600,1,4.2,1
11990,4,64,256,5.6,8,3000,1,4.3,1
13990,4,64,256,6.35,8,5000,1,4.4,1
13990,4,64,256,6.35,8,5000,1,4.4,1
8490,3,32,256,6.1,5,3260,1,4.4,1
8490,3,32,256,6.1,5,3260,1,4.4,1
10990,3,64,256,6.22,8,4030,1,4.4,1
19990,6,64,256,6.53,32,4000,1,4.4,1
18699,6,128,512,6.5,16,3750,1,4.4,1
18450,6,128,512,6.5,16,3750,1,4.4,1
13999,4,64,256,6.3,16,3750,1,4.5,1
14999,6,64,256,6.5,16,3750,1,4.4,1
8999,3,32,256,5.7,8,3000,1,4.3,1
8999,3,32,256,5.7,8,3000,1,4.3,1
12990,4,64,256,6.26,8,4000,1,4.4,1
5290,1,16,256,5.0,5,2600,1,4.2,1
18899,6,64,256,6.3,5,3700,1,4.3,1
58999,4,128,32,5.5,8,2915,1,4.6,1
4499,1,16,64,5.0,5,2500,1,4.0,1
6999,2,32,256,6.21,8,3500,1,4.2,1
5999,3,32,128,5.45,8,3050,1,4.0,1
5999,3,32,128,5.45,8,3050,1,4.0,1
3849,1,8,128,5.45,5,2800,1,4.0,1
599,32,64,128,1.8,5,850,1,3.6,1
8999,3,32,256,5.65,13,3000,1,4.3,1
7999,3,32,256,5.65,13,3000,1,4.3,1
10999,4,128,256,5.84,16,3000,1,4.3,1
10999,4,128,256,5.84,16,3000,1,4.3,1
9999,3,32,512,6.21,24,3400,1,4.3,1
11999,4,64,512,6.21,24,3400,1,4.4,1
11999,4,64,512,6.21,24,3400,1,4.4,1
15999,6,64,256,6.3,25,4045,1,4.5,1
13999,4,64,256,6.3,25,4045,1,4.5,1
13999,4,64,256,6.3,25,4045,1,4.5,1
15999,6,64,256,6.3,25,4045,1,4.5,1
7953,3,32,128,5.2,8,4000,1,4.1,1
8399,3,32,128,5.5,5,4900,1,3.7,1
13604,1,8,32,6.0,1,3000,1,4.2,1
7999,3,32,128,5.2,8,4000,1,4.1,1
12499,4,32,128,5.5,8,3500,1,4.1,1
7999,3,32,256,6.1,5,4000,1,4.4,1
7999,3,32,256,6.1,5,4000,1,4.4,1
15999,6,64,512,6.21,24,3400,1,4.4,1
3999,1,8,32,5.0,2,2000,1,4.0,1
14999,1,4,32,4.69,5,1800,1,3.7,1
11999,1,25,32,5.0,2,2000,1,3.9,1
8499,3,32,128,6.19,16,4000,1,4.2,1
4999,1,16,64,5.2,5,5000,1,3.9,1
2998,1,8,32,4.0,5,1600,1,3.6,1
9999,3,32,128,5.2,8,3000,1,3.7,1
15999,6,64,512,6.21,24,3400,1,4.4,1
9999,3,32,512,6.21,24,3400,1,4.3,1
14999,6,64,512,6.5,16,3750,1,4.4,1
8990,3,64,256,5.5,8,3300,1,4.3,1
8990,3,64,256,5.5,8,3300,1,4.3,1
7990,2,32,512,6.2,5,3400,1,4.3,1
11099,3,32,62,6.3,5,5000,1,4.2,1
4499,2,16,128,5.45,8,3050,1,4.1,1
5999,3,32,128,5.45,8,3050,1,4.0,1
4149,1,8,8,5.0,8,2300,1,3.6,1
3880,1,8,32,5.0,8,2300,1,3.5,1
5999,3,32,128,5.45,8,3050,1,4.0,1
11275,32,32,62,6.3,5,5000,1,4.0,1
8495,2,32,256,6.2,5,4230,1,4.4,1
3499,1,8,32,5.0,2,2000,1,4.1,1
15990,4,128,256,6.35,8,5000,1,4.3,1
15990,4,128,256,6.35,8,5000,1,4.3,1
19990,6,64,256,6.53,32,4000,1,4.4,1
9990,3,32,256,6.22,8,4030,1,4.4,1
10990,3,64,256,6.22,8,4030,1,4.4,1
7990,2,16,256,6.22,5,4030,1,4.3,1
7990,2,32,256,6.22,5,4030,1,4.3,1
7990,2,32,256,6.22,5,4030,1,4.3,1
3499,1,8,32,5.0,2,2000,1,4.1,1
4749,1,16,32,5.45,5,5000,1,3.9,1
4199,1,8,32,5.0,2,2000,1,3.8,1
5499,3,32,64,5.2,5,5000,1,4.0,1
6199,3,32,64,5.7,8,4000,1,3.9,1
8490,2,32,512,6.0,5,3300,1,4.3,1
8999,3,32,128,5.5,13,4000,1,4.1,1
11999,4,32,128,5.2,8,4000,1,4.1,1
8749,3,32,128,5.5,13,4000,1,4.1,1
11849,4,32,128,5.5,5,5100,1,4.3,1
10999,4,32,128,5.5,8,4000,1,4.0,1
8999,4,64,256,5.84,16,3000,1,4.3,1
8999,4,64,256,5.84,16,3000,1,4.3,1
16299,4,64,256,6.4,5,5000,1,4.4,1
14990,4,64,256,6.0,16,3500,1,4.4,1
6999,2,32,256,6.2,5,4230,1,4.4,1
6999,2,16,256,6.2,5,4230,1,4.4,1
8499,3,32,256,6.2,5,4230,1,4.4,1
12499,4,32,128,5.5,8,3500,1,4.1,1
9999,2,16,32,5.5,5,2900,1,4.0,1
9999,2,16,32,5.5,5,2900,1,4.0,1
16999,3,32,128,5.5,5,5100,1,4.3,1
8360,3,32,128,5.5,5,4900,1,3.7,1
9399,4,64,128,5.5,13,4000,1,4.1,1
3250,1,8,32,4.0,8,1700,1,3.8,1
4749,1,16,32,5.45,5,5000,1,3.9,1
17490,2,16,32,5.0,5,2000,1,3.8,1
3699,1,8,32,4.0,5,1600,1,3.6,1
10490,4,64,256,6.3,16,3500,1,4.5,1
12490,6,64,256,6.3,16,3500,1,4.5,1
12490,6,64,256,6.3,16,3500,1,4.5,1
8999,4,64,128,5.9,13,3340,1,4.3,1
8999,4,64,128,5.9,13,3340,1,4.3,1
8999,3,32,256,5.84,16,3000,1,4.4,1
11990,4,32,256,6.22,8,4030,1,4.4,1
11990,4,32,256,6.22,8,4030,1,4.4,1
29990,8,128,256,6.39,5,3700,1,4.6,1
13990,4,64,256,6.22,20,4030,1,4.4,1
13990,4,64,256,6.22,20,4030,1,4.4,1
14990,4,64,256,6.3,16,3260,1,4.5,1
8990,2,32,256,6.22,8,4030,1,4.3,1
7990,2,16,256,6.22,5,3260,1,4.4,1
7990,2,16,256,6.22,5,3260,1,4.4,1
21990,4,64,256,5.99,24,3225,1,4.4,1
5499,2,16,256,5.45,5,3020,1,4.1,1
10875,3,64,256,6.3,16,3500,1,4.4,1
9799,3,32,256,6.3,16,3500,1,4.4,1
9799,3,32,256,6.3,16,3500,1,4.4,1
5495,1,16,32,5.2,8,5000,1,3.9,1
4350,1,16,32,5.2,8,5000,1,3.9,1
3930,1,8,32,4.5,2,1850,1,3.6,1
5559,3,16,64,5.0,5,3050,1,3.8,1
5699,2,16,64,5.2,5,5000,1,4.0,1
3874,1,8,32,5.0,2,2000,1,3.8,1
3999,1,8,32,5.0,2,4000,1,3.6,1
10849,3,32,128,5.5,5,5100,1,4.3,1
8999,3,32,128,5.5,8,3500,1,4.1,1
12999,2,32,128,5.0,8,2300,1,3.6,1
9999,4,64,256,5.99,8,3760,1,4.3,1
9999,4,64,256,5.99,8,3760,1,4.3,1
35999,8,128,256,6.6,16,5000,1,5.0,1
35999,8,128,256,6.6,16,5000,1,5.0,1
29990,8,128,256,6.39,5,3700,1,4.6,1
39999,4,64,128,5.6,8,3000,1,4.5,1
18899,6,64,128,6.3,8,3700,1,4.3,1
29590,32,64,128,4.7,8,4000,1,4.5,1
39999,6,128,256,6.39,20,4000,1,4.7,1
25990,6,128,512,6.3,24,3800,1,4.4,1
39990,32,64,512,5.5,24,4000,1,4.4,1
39990,16,64,512,5.5,24,3500,1,4.3,1
26990,6,128,256,6.39,5,3700,1,4.5,1
39999,4,64,128,5.6,8,3000,1,4.5,1
29990,8,128,256,6.39,5,3700,1,4.6,1
36990,6,64,256,6.3,8,3300,1,4.6,1
39999,6,128,256,5.5,16,3000,1,4.6,1
39999,3,32,128,5.2,8,3000,1,4.5,1
19960,6,64,128,6.0,8,3500,1,4.3,1
39999,4,64,256,5.5,5,2600,1,4.1,1
39999,4,64,256,5.5,5,2600,1,4.1,1
39999,3,32,128,5.2,8,3000,1,4.5,1
39999,3,32,128,5.2,8,3000,1,4.5,1
29990,8,128,256,6.4,25,3700,1,4.4,1
36990,6,64,256,6.3,8,3300,1,4.6,1
36990,6,64,256,6.3,8,3300,1,4.6,1
